"dataset","freq","freq_label","siec","siec_label","nrg_cons","nrg_cons_label","unit","unit_label","tax","tax_label","currency","currency_label","geo","geo_label","time","time_label","value"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","SE","Sweden","2023-S2","2023-S2","0.0716"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","SE","Sweden","2024-S1","2024-S1","0.0736"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","SE","Sweden","2024-S2","2024-S2","0.0668"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","SE","Sweden","2025-S1","2025-S1","0.0712"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","SE","Sweden","2025-S2","2025-S2","0.0737"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","NO","Norway","2022-S1","2022-S1","0.0617"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","NO","Norway","2022-S2","2022-S2","0.0888"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","NO","Norway","2023-S1","2023-S1","0.0613"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","NO","Norway","2023-S2","2023-S2","0.0475"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","NO","Norway","2024-S1","2024-S1","0.049"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","NO","Norway","2024-S2","2024-S2","0.0391"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","NO","Norway","2025-S1","2025-S1","0.043"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","NO","Norway","2025-S2","2025-S2","0.0446"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","BA","Bosnia and Herzegovina","2022-S1","2022-S1","0.1529"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","BA","Bosnia and Herzegovina","2022-S2","2022-S2","0.176"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","BA","Bosnia and Herzegovina","2023-S1","2023-S1","0.1744"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","BA","Bosnia and Herzegovina","2023-S2","2023-S2","0.1724"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","BA","Bosnia and Herzegovina","2024-S1","2024-S1","0.1811"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","BA","Bosnia and Herzegovina","2024-S2","2024-S2","0.1825"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","BA","Bosnia and Herzegovina","2025-S1","2025-S1","0.1901"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","BA","Bosnia and Herzegovina","2025-S2","2025-S2","0.1906"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","ME","Montenegro","2025-S2","2025-S2","0.1541"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","MK","North Macedonia","2022-S1","2022-S1","0.3834"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","MK","North Macedonia","2022-S2","2022-S2","0.6107"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","MK","North Macedonia","2023-S1","2023-S1","0.3378"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","MK","North Macedonia","2023-S2","2023-S2","0.2714"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","MK","North Macedonia","2024-S1","2024-S1","0.2198"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","MK","North Macedonia","2024-S2","2024-S2","0.2859"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","MK","North Macedonia","2025-S2","2025-S2","0.2802"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","AL","Albania","2022-S1","2022-S1","0.1998"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","AL","Albania","2022-S2","2022-S2","0.2014"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","AL","Albania","2023-S1","2023-S1","0.201"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","AL","Albania","2023-S2","2023-S2","0.2048"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","AL","Albania","2024-S1","2024-S1","0.2036"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","AL","Albania","2024-S2","2024-S2","0.2061"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","AL","Albania","2025-S1","2025-S1","0.2253"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","AL","Albania","2025-S2","2025-S2","0.2061"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","RS","Serbia","2022-S1","2022-S1","0.151"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","RS","Serbia","2022-S2","2022-S2","0.1649"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","RS","Serbia","2023-S1","2023-S1","0.2031"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","RS","Serbia","2023-S2","2023-S2","0.2054"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","RS","Serbia","2024-S1","2024-S1","0.2041"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","RS","Serbia","2024-S2","2024-S2","0.1839"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","RS","Serbia","2025-S1","2025-S1","0.1898"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","RS","Serbia","2025-S2","2025-S2","0.2059"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","TR","Türkiye","2022-S1","2022-S1","0.4381"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","TR","Türkiye","2022-S2","2022-S2","0.4687"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","TR","Türkiye","2023-S1","2023-S1","0.3591"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","TR","Türkiye","2023-S2","2023-S2","0.3535"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","TR","Türkiye","2024-S1","2024-S1","0.246"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","TR","Türkiye","2024-S2","2024-S2","0.1722"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","TR","Türkiye","2025-S1","2025-S1","0.1787"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","PPS","Purchasing Power Standard","TR","Türkiye","2025-S2","2025-S2","0.2034"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BE","Belgium","2022-S1","2022-S1","0.1584"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BE","Belgium","2022-S2","2022-S2","0.2101"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BE","Belgium","2023-S1","2023-S1","0.1834"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BE","Belgium","2023-S2","2023-S2","0.1542"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BE","Belgium","2024-S1","2024-S1","0.1221"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BE","Belgium","2024-S2","2024-S2","0.1316"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BE","Belgium","2025-S1","2025-S1","0.1424"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BE","Belgium","2025-S2","2025-S2","0.1342"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BG","Bulgaria","2022-S1","2022-S1","0.4447"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BG","Bulgaria","2022-S2","2022-S2","0.6492"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BG","Bulgaria","2023-S1","2023-S1","0.302"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BG","Bulgaria","2023-S2","2023-S2","0.2534"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BG","Bulgaria","2024-S1","2024-S1","0.2093"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BG","Bulgaria","2024-S2","2024-S2","0.2977"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BG","Bulgaria","2025-S1","2025-S1","0.2669"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","BG","Bulgaria","2025-S2","2025-S2","0.2606"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","CZ","Czechia","2022-S1","2022-S1","4.1687"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","CZ","Czechia","2022-S2","2022-S2","4.7675"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","CZ","Czechia","2023-S1","2023-S1","4.9342"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","CZ","Czechia","2023-S2","2023-S2","4.6636"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","CZ","Czechia","2024-S1","2024-S1","4.3698"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","CZ","Czechia","2024-S2","2024-S2","4.4593"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","CZ","Czechia","2025-S1","2025-S1","4.2582"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","CZ","Czechia","2025-S2","2025-S2","4.237"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DK","Denmark","2022-S1","2022-S1","1.2604"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DK","Denmark","2022-S2","2022-S2","1.8466"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DK","Denmark","2023-S1","2023-S1","1.0721"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DK","Denmark","2023-S2","2023-S2","0.8997"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DK","Denmark","2024-S1","2024-S1","0.8107"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DK","Denmark","2024-S2","2024-S2","0.9381"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DK","Denmark","2025-S1","2025-S1","0.9392"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DK","Denmark","2025-S2","2025-S2","0.898"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DE","Germany","2022-S1","2022-S1","0.1482"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DE","Germany","2022-S2","2022-S2","0.1831"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DE","Germany","2023-S1","2023-S1","0.1831"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DE","Germany","2023-S2","2023-S2","0.1784"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DE","Germany","2024-S1","2024-S1","0.1742"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DE","Germany","2024-S2","2024-S2","0.1792"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DE","Germany","2025-S1","2025-S1","0.1632"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","DE","Germany","2025-S2","2025-S2","0.1614"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EE","Estonia","2022-S1","2022-S1","0.1418"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EE","Estonia","2022-S2","2022-S2","0.2228"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EE","Estonia","2023-S1","2023-S1","0.1418"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EE","Estonia","2023-S2","2023-S2","0.1429"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EE","Estonia","2024-S1","2024-S1","0.131"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EE","Estonia","2024-S2","2024-S2","0.1363"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EE","Estonia","2025-S1","2025-S1","0.1285"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EE","Estonia","2025-S2","2025-S2","0.1199"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","IE","Ireland","2022-S1","2022-S1","0.2139"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","IE","Ireland","2022-S2","2022-S2","0.2806"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","IE","Ireland","2023-S1","2023-S1","0.2823"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","IE","Ireland","2023-S2","2023-S2","0.2486"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","IE","Ireland","2024-S1","2024-S1","0.2294"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","IE","Ireland","2024-S2","2024-S2","0.2281"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","IE","Ireland","2025-S1","2025-S1","0.2321"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","IE","Ireland","2025-S2","2025-S2","0.2189"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EL","Greece","2022-S1","2022-S1","0.2191"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EL","Greece","2022-S2","2022-S2","0.3418"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EL","Greece","2023-S1","2023-S1","0.163"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","NAC","National currency","EL","Greece","2023-S2","2023-S2","0.1456"
